,CountryCode,ShortName,TableName,LongName,Alpha2Code,CurrencyUnit,SpecialNotes,Region,IncomeGroup,Wb2Code,NationalAccountsBaseYear,NationalAccountsReferenceYear,SnaPriceValuation,LendingCategory,OtherGroups,SystemOfNationalAccounts,AlternativeConversionFactor,PppSurveyYear,BalanceOfPaymentsManualInUse,ExternalDebtReportingStatus,SystemOfTrade,GovernmentAccountingConcept,ImfDataDisseminationStandard,LatestPopulationCensus,LatestHouseholdSurvey,SourceOfMostRecentIncomeAndExpenditureData,VitalRegistrationComplete,LatestAgriculturalCensus,LatestIndustrialData,LatestTradeData,LatestWaterWithdrawalData,gaseous,co2,liq,solid,life,population,export
99,IND,India,India,Republic of India,IN,Indian rupee,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.,South Asia,Lower middle income,IN,2011/12,,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"Demographic and Health Survey (DHS), 2005/06","Integrated household survey (IHS), 2011/12",,2011,2010.0,2013.0,2010.0,5.1420129353850985,1950950.343,20.7840174125847,68.3543566234171,66.50614634146339,1230984504.0,64.24048489651089
100,IDN,Indonesia,Indonesia,Republic of Indonesia,ID,Indonesian rupiah,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. New base year is 2010.,East Asia & Pacific,Lower middle income,ID,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2010,"Demographic and Health Survey (DHS), 2012","Integrated household survey (IHS), 2013",,2013,2011.0,2013.0,2000.0,16.8865280365205,436981.722,47.9625060839501,29.6628232885219,68.1471951219512,241613126.0,63.86895762907381
101,IRN,Iran,"Iran, Islamic Rep.",Islamic Republic of Iran,IR,Iranian rial,Fiscal year end: March 20; reporting period for national accounts data: FY.,Middle East & North Africa,Upper middle income,IR,2004/05,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,19802002,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,"Iran's Multiple Indicator Demographic and Health Survey (IrMIDHS), 2010","Expenditure survey/budget survey (ES/BS), 2005",Yes,2013,2010.0,2011.0,2004.0,48.538600700547896,571604.626,40.1217618907094,0.944969784061894,73.98317073170729,74253373.0,41.4525329987906
102,IRQ,Iraq,Iraq,Republic of Iraq,IQ,Iraqi dinar,,Middle East & North Africa,Upper middle income,IQ,2007,,Value added at producer prices (VAP),IBRD,,Country uses the 1968 System of National Accounts methodology.,"1997, 2004",2011,"IMF Balance of Payments Manual, 6th edition.",,,,General Data Dissemination System (GDDS),1997,"Multiple Indicator Cluster Survey (MICS), 2011","Integrated household survey (IHS), 2012",,2011/2012,2011.0,,2000.0,13.306133192945499,111447.464,71.2950776520137,0.0,68.829756097561,30868156.0,65.06486078098891
103,IRL,Ireland,Ireland,Ireland,IE,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 0.787564 Irish pound. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,IE,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Integrated household survey (IHS), 2010",Yes,2010,2010.0,2013.0,1979.0,26.7707192405988,40175.652,49.424972617743705,20.5732018985031,80.74390243902441,4560155.0,93.61603423375229
104,IMY,Isle of Man,Isle of Man,Isle of Man,IM,Pound sterling,,Europe & Central Asia,High income: nonOECD,IM,2003,,,,,Country uses the 1968 System of National Accounts methodology.,,,,,,,,2011,,,Yes,,,,,,,,,,84327.0,
105,ISR,Israel,Israel,State of Israel,IL,Israeli new shekel,Based on official government statistics for chain linked series; the new reference year is 2010.,Middle East & North Africa,High income: OECD,IL,Original chained constant price data are rescaled.,2010,Value added at producer prices (VAP),,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2009,,"Expenditure survey/budget survey (ES/BS), 2010",Yes,,2010.0,2013.0,2004.0,14.6537499334646,68891.929,40.8420716452866,40.7888433491244,81.60243902439029,7623600.0,74.82915405579371
106,ITA,Italy,Italy,Italian Republic,IT,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1936.27 Italian lira. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,IT,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2012,,"Income survey (IS), 2010",Yes,2010,2010.0,2013.0,2000.0,38.4529097274364,405361.18100000004,44.0570637670409,13.257284495626099,82.0365853658537,59277417.0,78.65886400057299
107,JAM,Jamaica,Jamaica,Jamaica,JM,Jamaican dollar,"April 2013 database update: Based on official government statistics, national accounts data were revised for 2002 onward; the base year changed to 2007.",Latin America & Caribbean,Upper middle income,JM,2007,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2011","Living Standards Measurement Study Survey (LSMS), 2010",,2007,,2013.0,1993.0,0.0,7190.986999999999,93.82967873533907,1.12187659357471,72.8471219512195,2690824.0,91.576199674235
108,JPN,Japan,Japan,Japan,JP,Japanese yen,Fiscal year end: March 31; reporting period for national accounts data: CY.,East Asia & Pacific,High income: OECD,JP,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,,"Integrated household survey (IHS), 2008",Yes,2010,2010.0,2013.0,2001.0,16.8580812944878,1168918.5890000002,43.664181047599,37.279266674404795,82.8426829268293,128070000.0,59.943652323317096
109,JOR,Jordan,Jordan,Hashemite Kingdom of Jordan,JO,Jordanian dinar,,Middle East & North Africa,Upper middle income,JO,1994,,Value added at basic prices (VAB),IBRD,,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,Special Data Dissemination Standard (SDDS),2004,"Demographic and Health Survey (DHS), 2012","Expenditure survey/budget survey (ES/BS), 2010",,2007,2011.0,2013.0,2005.0,24.740304709141306,21180.592,66.0145429362881,0.0,73.4358780487805,6046000.0,43.1934631255079
110,KAZ,Kazakhstan,Kazakhstan,Republic of Kazakhstan,KZ,Kazakh tenge,The new reference year for chain linked series is 2005.,Europe & Central Asia,Upper middle income,KZ,Original chained constant price data are rescaled.,2005,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,198795,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2010/11","Expenditure survey/budget survey (ES/BS), 2013",Yes,,,2013.0,2010.0,26.946125548831105,247214.47199999998,18.5964756140975,53.107570903049705,68.29536585365851,16321581.0,68.155206147584
111,KEN,Kenya,Kenya,Republic of Kenya,KE,Kenyan shilling,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.,Sub-Saharan Africa,Lower middle income,KE,2009,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2009,"Demographic and Health Survey (DHS), 2014","Integrated household survey (IHS), 2005/06",,2009. Population and Housing Census.,2011.0,2010.0,2003.0,0.0,12420.128999999999,80.04133451431942,5.04871567759079,58.7186097560976,40328313.0,38.8412965483867
112,KIR,Kiribati,Kiribati,Republic of Kiribati,KI,Australian dollar,"Based on IMF and World Bank data, GDP in current and constant prices have been revised from 2000 onward. Value added components are calculated using shares from the Asian Development Bank.",East Asia & Pacific,Lower middle income,KI,2006,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Budgetary central government,General Data Dissemination System (GDDS),2010,"Kiribati Demographic and Health Survey (KDHS), 2009",,,,,2012.0,,0.0,62.339,100.0,0.0,65.3027804878049,102648.0,46.3196344525969
113,KOR,Korea,"Korea, Rep.",Republic of Korea,KR,Korean won,The new base year is 2010. GDP data are available from 1970 onward while components are revised from 2000 onward only. Historical data in constant prices are linked to preserve growth rates.,East Asia & Pacific,High income: OECD,KR,2010,,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,,"Expenditure survey/budget survey (ES/BS), 1998",Yes,2010,2009.0,2013.0,2002.0,15.6142223947717,566716.515,30.8654437218933,49.3467921964476,80.55121951219509,49410366.0,49.4559082761371
114,KSV,Kosovo,Kosovo,Republic of Kosovo,,Euro,"Kosovo became a World Bank member on June 29, 2009. Since 1999, Kosovo has been a territory under international administration pursuant to UN Security Council Resolution 1244 (1999).",Europe & Central Asia,Lower middle income,XK,2008,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,,,Actual,,,General Data Dissemination System (GDDS),2011,"Multiple Indicator Cluster Survey (MICS), 2013/14","Integrated household survey (IHS), 2011",,,,,,,,,,69.9,1775680.0,75.30871744715921
115,KWT,Kuwait,Kuwait,State of Kuwait,KW,Kuwaiti dinar,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2010.,Middle East & North Africa,High income: nonOECD,KW,2010,,Value added at basic prices (VAB),,,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2011,"Family Health Survey (FHS), 1996",,Yes,,2011.0,2013.0,2002.0,30.992169209655298,90846.258,67.4497457011383,0.0,74.1619268292683,3059473.0,61.2971359817302
116,KGZ,Kyrgyz Republic,Kyrgyz Republic,Kyrgyz Republic,KG,Kyrgyz som,,Europe & Central Asia,Lower middle income,KG,Original chained constant price data are rescaled.,1995,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,199095,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2009,"Multiple Indicator Cluster Survey (MICS), 2014","Expenditure survey/budget survey (ES/BS), 2013",Yes,2014,2010.0,2013.0,2006.0,14.7794994040524,6153.226,55.18474374255071,25.2085816448153,69.3,5447900.0,41.2230772383285
117,LAO,Lao PDR,Lao PDR,Lao People's Democratic Republic,LA,Lao kip,,East Asia & Pacific,Lower middle income,LA,2002,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,,2005,"Multiple Indicator Cluster Survey (MICS), 2011/12","Expenditure survey/budget survey (ES/BS), 2012",,2010/11,,,2005.0,0.0,1272.4489999999998,32.2766570605187,52.1613832853026,64.3336341463415,6260544.0,15.408485542834498
118,LCN,Latin America & Caribbean (all income levels),Latin America & Caribbean (all income levels),Latin America & Caribbean (all income levels),ZJ,,Latin America and Caribbean regional aggregate (including high-income economies).,,,ZJ,,,,,,,,,,,,,,,,,,,,,,24.579840585459298,1733753.71621646,60.055753902448,8.175793875308079,74.0285417513372,598662941.0,70.0537643598035
119,LAC,Latin America & Caribbean (developing only),Latin America & Caribbean,Latin America & Caribbean (developing only),XJ,,Latin America and Caribbean regional aggregate (does not include high-income economies).,,,XJ,,,,,,,,,,,,,,,,,,,,,,18.4157503168686,1177514.037,63.4229285200445,9.964467115732573,73.67941961717591,501716478.0,76.5899946484907
120,LVA,Latvia,Latvia,Republic of Latvia,LV,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2014: 1 euro = 0.702804 Latvian lats. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: nonOECD,LV,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,198795,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,"World Health Survey (WHS), 2003","Integrated household survey (IHS), 2012",Yes,2010,2011.0,2013.0,2002.0,40.2734891927658,8313.089,48.1252756947508,4.98456109395677,73.4829268292683,2097555.0,88.8639380873571
121,LDC,Least developed countries: UN classification,Least developed countries: UN classification,Least developed countries: UN classification,XL,,Least developed countries (UN classification) aggregate.,,,XL,,,,,,,,,,,,,,,,,,,,,,22.3993178538633,223656.837143005,58.139839958021795,5.96877869605142,61.3439895637901,847264134.0,53.700316207135494
122,LBN,Lebanon,Lebanon,Lebanese Republic,LB,Lebanese pound,,Middle East & North Africa,Upper middle income,LB,1997,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Budgetary central government,General Data Dissemination System (GDDS),1943,"Family Health Survey (FHS), 2004",,Yes,2011,2007.0,2013.0,2005.0,2.40919875889761,20091.493000000002,81.6389852162804,2.9749954371235603,79.25278048780491,4337156.0,48.4470235084662
123,LSO,Lesotho,Lesotho,Kingdom of Lesotho,LS,Lesotho loti,Fiscal year end: March 31; reporting period for national accounts data: CY.,Sub-Saharan Africa,Lower middle income,LS,2004,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2006,"Demographic and Health Survey (DHS), 2014","Expenditure survey/budget survey (ES/BS), 2010",,2010,,2009.0,2000.0,0.0,2258.8720000000003,31.655844155844196,68.3441558441558,47.4834146341463,2010586.0,
124,LBR,Liberia,Liberia,Republic of Liberia,LR,U.S. dollar,National accounts local currency data have been revised to be reported in U.S. dollars.,Sub-Saharan Africa,Low income,LR,2000,,Value added at producer prices (VAP),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2008,"Demographic and Health Survey (DHS), 2013","Core Welfare Indicator Questionnaire Survey (CWIQ), 2007",,2008. Population and Housing Census.,,,2000.0,0.0,803.073,95.4337899543379,0.0,59.4412926829268,3957990.0,85.22232845138271
125,LBY,Libya,Libya,Socialist People's Libyan Arab Jamahiriya,LY,Libyan dinar,National accounts data are revised from 2010 to 2013 based on IMF and World Bank staff estimates.,Middle East & North Africa,Upper middle income,LY,2003,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,1986,,"IMF Balance of Payments Manual, 6th edition.",,General trade system,,General Data Dissemination System (GDDS),2006,"Family Health Survey (FHS), 2007",,,2013/2014,,2010.0,2000.0,19.8512268235817,66057.338,65.4657488619962,0.0,71.73739024390241,6265697.0,83.7418177850826
126,LIE,Liechtenstein,Liechtenstein,Principality of Liechtenstein,LI,Swiss franc,,Europe & Central Asia,High income: nonOECD,LI,1990,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,,,,Special trade system,,,2010,,,Yes,,,,,100.0,58.672,0.0,0.0,81.8414634146342,36276.0,
127,LTU,Lithuania,Lithuania,Republic of Lithuania,LT,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2015: 1 euro = 3.45280 Lithuanian litas. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: nonOECD,LT,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,199095,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,"Expenditure survey/budget survey (ES/BS), 2012",Yes,2010,2011.0,2013.0,2007.0,42.6535087719298,13377.216,48.9309210526316,5.317982456140349,73.2682926829268,3097282.0,85.1671044618899
128,LMY,Low & middle income,Low & middle income,Low & middle income,XO,,"Low and middle income group aggregate (all developing economies). Low- and middle-income economies are those in which 2014 GNI per capita was $12,735 or less.",,,XO,,,,,,,,,,,,,,,,,,,,,,11.5304998084623,16273077.2641477,24.837508643996802,54.2738377586914,68.5139069451937,5556019977.0,69.9232972947772
129,LIC,Low income,Low income,Low income,XM,,"Low income group aggregate. Low-income economies are those in which 2014 GNI per capita was $1,045 or less.",,,XM,,,,,,,,,,,,,,,,,,,,,,1.41085934159897,145810.921,37.4091492090637,54.4752659507582,59.031931454800905,558333178.0,53.4971234172326
130,LMC,Lower middle income,Lower middle income,Lower middle income,XN,,"Lower middle income group aggregate. Lower-middle-income economies are those in which 2014 GNI per capita was between $1,046 and $4,125.",,,XN,,,,,,,,,,,,,,,,,,,,,,17.2338917207379,3866466.9101585997,30.4590066101817,44.9984605384694,66.0680327772289,2709973675.0,63.0685339300611
131,LUX,Luxembourg,Luxembourg,Grand Duchy of Luxembourg,LU,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 40.3399 Luxembourg franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",Europe & Central Asia,High income: OECD,LU,Original chained constant price data are rescaled.,2010,Value added at basic prices (VAB),,Euro area,Country uses the 2008 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,,Yes,2010,2010.0,2013.0,1999.0,24.974924774323,10967.997,67.5025075225677,2.60782347041123,80.63170731707321,506953.0,92.79497034746029
132,MAC,"Macao SAR, China","Macao SAR, China",Macao Special Administrative Region of the People's Republic of China,MO,Macao pataca,"On 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China.",East Asia & Pacific,High income: nonOECD,MO,2012,,Value added at basic prices (VAB),,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2011,,,Yes,,2011.0,2012.0,,24.7706422018349,1199.109,75.2293577981651,0.0,79.69039024390241,534626.0,66.64220597690829
133,MKD,Macedonia,"Macedonia, FYR",Former Yugoslav Republic of Macedonia,MK,Macedonian denar,New base year is 2005.,Europe & Central Asia,Upper middle income,MK,2005,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2002,"Multiple Indicator Cluster Survey (MICS), 2011","Expenditure survey/budget survey (ES/BS), 2010",Yes,2007,2010.0,2013.0,2007.0,2.55754475703325,8602.782,31.926683716964998,60.78431372549021,74.72263414634149,2062443.0,56.8118517077661
134,MDG,Madagascar,Madagascar,Republic of Madagascar,MG,Malagasy ariary,,Sub-Saharan Africa,Low income,MG,1984,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Consolidated central government,General Data Dissemination System (GDDS),1993,"Malaria Indicator Survey (MIS), 2013","Priority survey (PS), 2010",,,2006.0,2013.0,2000.0,0.0,2086.5229999999997,84.8857644991213,5.09666080843585,63.36173170731711,21079532.0,72.50381536588999
135,MWI,Malawi,Malawi,Republic of Malawi,MW,Malawi kwacha,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2009.",Sub-Saharan Africa,Low income,MW,2009,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,General Data Dissemination System (GDDS),2008,"Malaria Indicator Survey (MIS), 2014","Integrated household survey (IHS), 2010/11",,2006/ 2007,2010.0,2013.0,2005.0,0.0,1213.777,80.66465256797579,11.480362537764304,56.836243902439,14769824.0,59.198189637036286
136,MYS,Malaysia,Malaysia,Malaysia,MY,Malaysian ringgit,,East Asia & Pacific,Upper middle income,MY,2010,,Value added at producer prices (VAP),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Estimate,General trade system,Budgetary central government,Special Data Dissemination Standard (SDDS),2010,"World Health Survey (WHS), 2003","Income survey (IS), 2012",Yes,2015,2010.0,2013.0,2005.0,27.0972798223557,224589.082,32.6649903667178,27.383012768180798,74.15778048780491,28119500.0,64.4914554581681
137,MDV,Maldives,Maldives,Republic of Maldives,MV,Maldivian rufiyaa,April 2012 database update: The Department of National Planning revised national accounts data for 2000 onward; the base year changed to 2003.,South Asia,Upper middle income,MV,2003,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,General Data Dissemination System (GDDS),2014,"Demographic and Health Survey (DHS), 2009","Integrated household survey (IHS), 2010",Yes,,,2013.0,2008.0,0.0,1074.431,100.0,0.0,76.2004878048781,367000.0,41.0920787963859
138,MLI,Mali,Mali,Republic of Mali,ML,West African CFA franc,,Sub-Saharan Africa,Low income,ML,1987,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1968 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,Budgetary central government,General Data Dissemination System (GDDS),2009,"Demographic and Health Survey (DHS), 2012/13","Integrated household survey (IHS), 2009/10",,,,2012.0,2006.0,0.0,1235.779,100.0,0.0,56.1798048780488,15167286.0,43.80891475450371
139,MLT,Malta,Malta,Republic of Malta,MT,Euro,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.4293 Maltese lira. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries.",Middle East & North Africa,High income: nonOECD,MT,Original chained constant price data are rescaled.,2005,Value added at basic prices (VAB),,Euro area,Country uses the 1993 System of National Accounts methodology.,,Rolling,"IMF Balance of Payments Manual, 6th edition.",,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2011,,,Yes,2010,2009.0,2013.0,2002.0,0.0,2618.238,100.0,0.0,81.39756097560979,414508.0,63.9371463292719
140,MHL,Marshall Islands,Marshall Islands,Republic of the Marshall Islands,MH,U.S. dollar,Fiscal year ends on September 30; reporting period for national accounts data: FY.,East Asia & Pacific,Upper middle income,MH,2003/04,,Value added at basic prices (VAB),IDA,,Country uses the 1968 System of National Accounts methodology.,,2011 (household consumption only).,,,General trade system,,General Data Dissemination System (GDDS),2011,"Republic of the Marshall Islands Demographic and Health Survey (RMIDHS), 2007","Integrated household survey (IHS), 1999",,2011. Population and Housing Census.,,,,0.0,102.676,100.0,0.0,,52428.0,
141,MRT,Mauritania,Mauritania,Islamic Republic of Mauritania,MR,Mauritanian ouguiya,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Sub-Saharan Africa,Lower middle income,MR,2004,,Value added at basic prices (VAB),IDA,HIPC,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,Special trade system,,General Data Dissemination System (GDDS),2013,"Multiple Indicator Cluster Survey (MICS), 2011","Integrated household survey (IHS), 2008",,,,2013.0,2005.0,0.0,2137.861,91.76672384219549,0.0,62.006170731707286,3591400.0,41.1982084210948
142,MUS,Mauritius,Mauritius,Republic of Mauritius,MU,Mauritian rupee,,Sub-Saharan Africa,Upper middle income,MU,2006,,Value added at basic prices (VAB),IBRD,,Country uses the 1993 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,,Special Data Dissemination Standard (SDDS),2011,"World Health Survey (WHS), 2003","Integrated household survey (IHS), 2012",Yes,2013/ 2014,2011.0,2013.0,2003.0,0.0,3916.3559999999998,59.8314606741573,40.1685393258427,72.9673170731707,1250400.0,82.1518729406747
143,MEX,Mexico,Mexico,United Mexican States,MX,Mexican peso,The new base year is 2008.,Latin America & Caribbean,Upper middle income,MX,2008,,Value added at basic prices (VAB),IBRD,,Country uses the 2008 System of National Accounts methodology.,,2011,"IMF Balance of Payments Manual, 6th edition.",Actual,General trade system,Consolidated central government,Special Data Dissemination Standard (SDDS),2010,"National Survey of Demographic Dynamics (ENADID), 2009","Integrated household survey (IHS), 2012",,2007,2010.0,2013.0,2011.0,27.4178132981791,445063.79,59.0030485292906,7.955837521628081,76.02678048780491,118617542.0,92.0228340526614
144,FSM,Micronesia,"Micronesia, Fed. Sts.",Federated States of Micronesia,FM,U.S. dollar,"Fiscal year ends on September 30; reporting period for national accounts data: FY. Based on the Pacific and Virgin Islands Training Initiative, national accounts data have been revised from 2009 onward. 2013 estimates are based on the IMF Small States Monitor, Issue 1.2014. In 2010, the government statistical office revised national accounts data for 1995-2008.",East Asia & Pacific,Lower middle income,FM,2003/04,,Value added at basic prices (VAB),IDA,,Country uses the 1993 System of National Accounts methodology.,,2011 (household consumption only).,,,,,General Data Dissemination System (GDDS),2010,,"Integrated household survey (IHS), 2000",,,,,,0.0,121.01100000000001,100.0,0.0,68.6122682926829,103619.0,
145,MEA,Middle East & North Africa (all income levels),Middle East & North Africa (all income levels),Middle East & North Africa (all income levels),ZQ,,Middle East and North Africa regional aggregate (including high-income economies).,,,ZQ,,,,,,,,,,,,,,,,,,,,,,38.870061351255,2304753.504,50.21702051830361,2.42127437503182,72.2467705797102,384945112.0,57.6523576723145
146,MNA,Middle East & North Africa (developing only),Middle East & North Africa,Middle East & North Africa (developing only),XQ,,Middle East and North Africa regional aggregate (does not include high-income economies).,,,XQ,,,,,,,,,,,,,,,,,,,,,,37.58947500398929,1286882.312,48.7747053593818,1.91316935281647,71.6895978762165,331456852.0,61.22531198876389
147,MIC,Middle income,Middle income,Middle income,XP,,"Middle income group aggregate. Middle-income economies are those in which 2014 GNI per capita was between $1,046 and $12,735.",,,XP,,,,,,,,,,,,,,,,,,,,,,11.622047251260199,16127343.5757134,24.723779154369698,54.272015536256596,69.5732617400599,4997686799.0,70.0634162451968
